wikidata_id,item,name,description,type,category,subcategory,label,wikipedia_categories,instance_of,country,country_of_origin,English_description,num_properties,num_languages,wikipedia_title,average_daily_views,word_count_en
Q183496,http://www.wikidata.org/entity/Q183496,adobe,building material of earth and organic materials,concept,architecture,building material,cultural agnostic,"adobe buildings and structures, appropriate technology, masonry, soil-based building materials, sustainable building, vernacular architecture",building material,,,building material of earth and organic materials,36.0,39.0,Adobe,601.0,4242.0
Q78125,http://www.wikidata.org/entity/Q78125,Adolf Bötticher,German art historian (1842–1901),entity,architecture,architect,cultural exclusive,"1842 births, 1901 deaths, 19th-century german historians, 19th-century german male writers, 19th-century german writers, 19th-century prussian people, european art historian stubs, german art historians, german historian stubs, german male non-fiction writers",human,,,German art historian (1842–1901),45.0,9.0,Adolf Bötticher,6.0,367.0
Q5327,http://www.wikidata.org/entity/Q5327,Adolf Butenandt,German biochemist (1903-1995),entity,politics,politician,cultural representative,"1903 births, 1995 deaths, academic staff of the gdańsk university of technology, academic staff of the humboldt university of berlin, academic staff of the ludwig maximilian university of munich, academic staff of the university of göttingen, academic staff of the university of tübingen, commanders of the legion of honour, foreign members of the royal society, german nobel laureates",human,,,German biochemist (1903-1995),110.0,69.0,Adolf Butenandt,59.0,2555.0
Q87827,http://www.wikidata.org/entity/Q87827,Adolf Krischanitz,architect,entity,architecture,architect,cultural exclusive,"1946 births, academic staff of the academy of fine arts vienna, academic staff of the berlin university of the arts, austrian architects, austrian artist stubs, european architect stubs, living people, people from st. johann im pongau district, tu wien alumni",human,,,architect,47.0,4.0,Adolf Krischanitz,7.0,395.0
Q16001865,http://www.wikidata.org/entity/Q16001865,adoption law,"generic area of theory, policy, practice and studies relating to law on adoption.",concept,politics,law,cultural agnostic,"adoption law, family law",,,,"generic area of theory, policy, practice and studies relating to law on adoption.",8.0,2.0,Adoption law,15.0,830.0
Q123621,http://www.wikidata.org/entity/Q123621,Adrian Frutiger,Swiss typeface designer (1928-2015),entity,books,non-fiction writer,cultural representative,"1928 births, 2015 deaths, people from interlaken-oberhasli district, swiss expatriates in france, swiss typographers and type designers, zurich university of the arts alumni",human,,,Swiss typeface designer (1928-2015),71.0,30.0,Adrian Frutiger,220.0,4707.0
Q373699,http://www.wikidata.org/entity/Q373699,Adrian Nicholas,British skydiver (1962–2005),entity,sports,athlete,cultural exclusive,"1962 births, 2005 deaths, british skydivers, british sportspeople stubs, parachuting deaths, people educated at aldenham school",human,,,British skydiver (1962–2005),13.0,2.0,Adrian Nicholas,17.0,430.0
Q373765,http://www.wikidata.org/entity/Q373765,Adrian Noble,British theatre director,entity,performing arts,theatrical director,cultural representative,"1950 births, academics of central saint martins, british opera directors, english theatre directors, living people, people from chichester, shakespearean directors",human,,,British theatre director,41.0,9.0,Adrian Noble,20.0,1039.0
Q80994,http://www.wikidata.org/entity/Q80994,adult,living organism that has reached sexual maturity,concept,biology,organism,cultural agnostic,"adulthood, biological concepts, juvenile law",phase of human life,,,living organism that has reached sexual maturity,47.0,112.0,Adult,1289.0,6103.0
Q3249257,http://www.wikidata.org/entity/Q3249257,adult animation,animation film genre,concept,comics and anime,animated film,cultural agnostic,adult animation,genre,,,animation film genre,11.0,21.0,Adult animation,1015.0,4134.0
Q379222,http://www.wikidata.org/entity/Q379222,Advance Publications,American media company,entity,media,media company,cultural representative,"1922 establishments in new york city, advance publications, american companies established in 1922, business newspapers published in the united states, companies based in staten island, family-owned companies of the united states, holding companies of the united states, magazine publishing companies of the united states, newhouse family, newspaper companies of the united states",media company,United States,,American media company,31.0,12.0,Advance Publications,572.0,2530.0
Q16001911,http://www.wikidata.org/entity/Q16001911,Advent Video Beam Television,television model,entity,media,television,cultural agnostic,television technology,television,,,television model,2.0,1.0,Advent Video Beam Television,7.0,184.0
Q319221,http://www.wikidata.org/entity/Q319221,adventure film,film genre,concept,films,film,cultural agnostic,"adventure films, film genres",film genre,,,film genre,26.0,60.0,Adventure film,497.0,3527.0
Q3773427,http://www.wikidata.org/entity/Q3773427,aeneator,ancient Roman military horn player,concept,music,musician,cultural exclusive,"ancient roman music, military ranks of ancient rome",ancient Roman military rank,,,ancient Roman military horn player,4.0,6.0,Aeneator,11.0,397.0
Q381276,http://www.wikidata.org/entity/Q381276,Aero Car,British automobile manufacturer,entity,transportation,automobile manufacturer,cultural representative,"1910s cars, 1920s cars, cars introduced in 1919, cyclecars, defunct motor vehicle manufacturers of england, motor vehicle manufacturers based in london, vintage vehicles",brand,,,British automobile manufacturer,3.0,2.0,Aero Car (1919 automobile),8.0,273.0
Q193124,http://www.wikidata.org/entity/Q193124,aerobic organism,organism that thrives in an oxygenated environment,concept,biology,organism,cultural agnostic,"biology terminology, cellular respiration, microbiology",,,,organism that thrives in an oxygenated environment,20.0,53.0,Aerobic organism,152.0,1139.0
Q376771,http://www.wikidata.org/entity/Q376771,Aerobus,"form of transport which uses a non-typical monorail system on a cable system, similar to the one used by suspension bridges",entity,transportation,mode of transport,cultural agnostic,"aerial tramways, cable cars in switzerland, suspended monorails",mode of transport,Switzerland,,"form of transport which uses a non-typical monorail system on a cable system, similar to the one used by suspension bridges",5.0,11.0,Aerobus,20.0,516.0
Q62447,http://www.wikidata.org/entity/Q62447,aerodrome,location from which aircraft flight operations take place,concept,transportation,station,cultural agnostic,aerodromes,,,,location from which aircraft flight operations take place,28.0,41.0,Aerodrome,230.0,2695.0
Q365873,http://www.wikidata.org/entity/Q365873,aerodrome reference point,center point of an airport,concept,geography,geographic location,cultural agnostic,"air navigation, airport stubs",,,,center point of an airport,5.0,8.0,Airport reference point,17.0,351.0
Q381564,http://www.wikidata.org/entity/Q381564,Aeronaut,Estonian airline,entity,transportation,transport company,cultural exclusive,"airlines disestablished in 1928, airlines established in 1921, companies based in tallinn, defunct airlines of estonia, estonia transport stubs, estonian company stubs",transport company,Estonia,,Estonian airline,9.0,8.0,Aeronaut (company),8.0,421.0
Q4688512,http://www.wikidata.org/entity/Q4688512,Aertex,"British clothing company based in Manchester, established in 1888, also the name of the original textile manufactured by the company",entity,fashion,textile,cultural exclusive,"manufacturing companies based in manchester, woven fabrics",business,United Kingdom,,"British clothing company based in Manchester, established in 1888, also the name of the original textile manufactured by the company",6.0,2.0,Aertex,30.0,827.0
Q35986,http://www.wikidata.org/entity/Q35986,aesthetics,"branch of philosophy dealing with the nature of art, beauty, and taste",concept,philosophy and religion,philosophy,cultural agnostic,"1730s neologisms, aesthetics, humanities",branch of philosophy,,,"branch of philosophy dealing with the nature of art, beauty, and taste",95.0,137.0,Aesthetics,1547.0,9448.0
Q291566,http://www.wikidata.org/entity/Q291566,AF-borgen,building,entity,architecture,building,cultural exclusive,"buildings and structures in lund, lund university, public universities, swedish building and structure stubs, tourist attractions in lund",building,Sweden,,building,14.0,4.0,AF Borgen,4.0,161.0
Q4688848,http://www.wikidata.org/entity/Q4688848,Affair of the Sausages,event in which Huldrych Zwingli and others ate sausage during Lent and publicly spoke in favor of eating meat during Lent,entity,history,historical event,cultural exclusive,"1522 in europe, christian fasting, history of zurich, huldrych zwingli, sausages",meal,,,event in which Huldrych Zwingli and others ate sausage during Lent and publicly spoke in favor of eating meat during Lent,7.0,12.0,Affair of the Sausages,57.0,971.0
Q59059,http://www.wikidata.org/entity/Q59059,affogato,Italian coffee-based dessert,concept,food,drink,cultural representative,"coffee drinks, coffee in italy, ice cream drinks, italian drinks",,,,Italian coffee-based dessert,10.0,34.0,Affogato,1610.0,838.0
Q4384867,http://www.wikidata.org/entity/Q4384867,Afghan clothing,clothing worn in Afghanistan,concept,fashion,traditional costume,cultural exclusive,"afghan clothing, culture of afghanistan, history of asian clothing, pashtun culture",,,,clothing worn in Afghanistan,5.0,6.0,Afghan clothing,235.0,1217.0
Q387407,http://www.wikidata.org/entity/Q387407,African dance,dances of the African continent,concept,performing arts,dance,cultural representative,"african dances, dance in africa",type of dance,,,dances of the African continent,8.0,13.0,African dance,306.0,4226.0
Q3070125,http://www.wikidata.org/entity/Q3070125,African Film Festival,"annual film festival held in Tarifa, Tangier or Cordoba",entity,films,film festival,cultural exclusive,"2004 establishments in spain, córdoba, spain, film festivals about african cinema, film festivals in andalusia, recurring events established in 2004",film festival,Spain,,"annual film festival held in Tarifa, Tangier or Cordoba",16.0,9.0,Festival of African Cinema,6.0,742.0
